"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","fog","rain","snow","snowfallm","snowfalli","monthtodatesnowfallm","monthtodatesnowfalli","since1julsnowfallm","since1julsnowfalli","snowdepthm","snowdepthi","hail","thunder","tornado","meantempm","meantempi","meandewptm","meandewpti","meanpressurem","meanpressurei","meanwindspdm","meanwindspdi","meanwdire","meanwdird","meanvism","meanvisi","humidity","maxtempm","maxtempi","mintempm","mintempi","maxhumidity","minhumidity","maxdewptm","maxdewpti","mindewptm","mindewpti","maxpressurem","maxpressurei","minpressurem","minpressurei","maxwspdm","maxwspdi","minwspdm","minwspdi","maxvism","maxvisi","minvism","minvisi","gdegreedays","heatingdegreedays","coolingdegreedays","precipm","precipi","precipsource","heatingdegreedaysnormal","monthtodateheatingdegreedays","monthtodateheatingdegreedaysnormal","since1sepheatingdegreedays","since1sepheatingdegreedaysnormal","since1julheatingdegreedays","since1julheatingdegreedaysnormal","coolingdegreedaysnormal","monthtodatecoolingdegreedays","monthtodatecoolingdegreedaysnormal","since1sepcoolingdegreedays","since1sepcoolingdegreedaysnormal","since1jancoolingdegreedays","since1jancoolingdegreedaysnormal"
"12:00 PM CDT on July 11, 2012","2012","07","11","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","22","72","13","55","1019","30.09","10","6","","135","16","10","","31","87","14","57","82","33","14","57","11","52","1021","30.14","1015","29.99","23","14","0","0","16","10","14","9","22","0","7","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 12, 2012","2012","07","12","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","26","78","15","59","1014","29.96","11","7","","158","16","10","","34","93","18","64","77","31","17","63","13","55","1016","30.02","1013","29.91","23","14","0","0","16","10","11","7","28","0","14","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 13, 2012","2012","07","13","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","27","80","14","57","1015","29.98","6","4","","72","16","10","","35","95","18","64","73","26","16","61","13","55","1016","30.02","1013","29.93","14","9","0","0","16","10","14","9","30","0","14","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 14, 2012","2012","07","14","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","27","80","17","62","1016","30.00","6","4","","77","16","10","","35","95","18","64","78","36","19","66","13","55","1017","30.04","1014","29.95","21","13","0","0","16","10","16","10","30","0","14","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 15, 2012","2012","07","15","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","29","84","18","64","1014","29.94","16","10","","122","16","10","","37","98","21","69","83","30","19","66","17","63","1016","30.01","1010","29.84","37","23","8","5","16","10","13","8","34","0","18","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 16, 2012","2012","07","16","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","31","88","16","60","1010","29.82","23","14","","176","16","10","","37","98","26","78","54","29","17","63","13","55","1012","29.88","1007","29.74","35","22","8","5","16","10","16","10","38","0","23","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 17, 2012","2012","07","17","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","29","84","17","63","1008","29.77","10","6","","149","16","10","","38","100","21","69","78","25","19","66","15","59","1009","29.81","1006","29.72","26","16","0","0","16","10","14","9","34","0","20","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 18, 2012","2012","07","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","29","84","18","65","1011","29.85","11","7","","41","16","10","","35","95","23","73","73","38","20","68","17","63","1013","29.93","1009","29.79","27","17","0","0","16","10","16","10","34","0","19","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 19, 2012","2012","07","19","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","29","84","19","66","1015","29.99","6","4","","122","14","9","","38","100","21","69","83","31","21","70","18","64","1017","30.03","1014","29.94","23","14","0","0","16","10","0","0","34","0","20","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 20, 2012","2012","07","20","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","30","86","18","64","1016","30.02","14","9","","140","16","10","","38","100","23","73","78","22","21","70","13","55","1019","30.10","1014","29.96","34","21","0","0","16","10","16","10","36","0","22","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 21, 2012","2012","07","21","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","30","86","17","63","1015","29.97","16","10","","143","16","10","","37","98","24","75","65","32","18","64","16","61","1018","30.06","1010","29.84","35","22","0","0","16","10","16","10","36","0","22","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 22, 2012","2012","07","22","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","31","88","16","61","1013","29.92","11","7","","31","16","10","","38","100","24","75","69","25","19","66","13","55","1015","29.97","1012","29.88","26","16","0","0","16","10","16","10","38","0","22","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 23, 2012","2012","07","23","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","32","90","16","60","1013","29.92","14","9","","158","16","10","","41","105","24","75","61","20","18","64","14","57","1016","30.01","1010","29.84","35","22","0","0","16","10","16","10","40","0","25","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 24, 2012","2012","07","24","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","31","88","16","61","1009","29.79","18","11","","164","16","10","","39","102","24","75","57","22","18","64","14","57","1012","29.88","1005","29.68","37","23","0","0","16","10","14","9","38","0","24","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 25, 2012","2012","07","25","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","29","84","17","63","1005","29.68","21","13","","292","16","10","","35","95","23","73","73","36","19","66","14","57","1008","29.76","1002","29.59","39","24","0","0","16","10","10","6","34","0","19","2.03","0.08","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 26, 2012","2012","07","26","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","23","73","16","61","1011","29.85","14","9","","305","16","10","","28","82","18","64","78","48","18","64","14","57","1015","29.97","1007","29.75","42","26","0","0","16","10","16","10","23","0","8","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 27, 2012","2012","07","27","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","22","72","13","55","1017","30.05","14","9","","339","16","10","","29","84","16","60","77","35","13","55","11","52","1019","30.09","1015","29.98","24","15","0","0","16","10","13","8","22","0","7","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 28, 2012","2012","07","28","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","24","75","15","59","1017","30.03","16","10","","118","16","10","","30","86","18","64","83","43","17","63","13","55","1021","30.15","1014","29.94","39","24","0","0","16","10","14","9","25","0","10","0.51","0.02","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 29, 2012","2012","07","29","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","26","78","16","61","1014","29.94","10","6","","49","16","10","","34","93","17","62","77","30","19","66","13","55","1015","29.98","1012","29.89","16","10","0","0","16","10","16","10","28","0","12","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 30, 2012","2012","07","30","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","28","82","17","63","1013","29.93","10","6","","351","16","10","","36","96","21","69","83","25","19","66","13","55","1015","29.99","1012","29.89","26","16","0","0","16","10","8","5","32","0","18","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on July 31, 2012","2012","07","31","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","27","80","17","62","1015","29.97","11","7","","96","16","10","","36","96","18","64","78","27","19","66","14","57","1017","30.03","1012","29.90","23","14","0","0","16","10","16","10","30","0","15","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 01, 2012","2012","08","01","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","29","84","17","62","1011","29.87","16","10","","156","16","10","","38","100","20","68","78","22","18","64","13","55","1014","29.95","1008","29.77","63","39","6","4","16","10","8","5","34","0","19","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 02, 2012","2012","08","02","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","24","76","17","63","1011","29.87","11","7","","52","15","9","","32","89","18","64","88","40","18","64","16","61","1013","29.91","1010","29.82","21","13","0","0","16","10","6","4","26","0","12","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 03, 2012","2012","08","03","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","28","83","17","63","1009","29.79","14","9","","177","16","10","","37","98","20","68","83","27","20","68","14","57","1013","29.93","1003","29.63","63","39","0","0","16","10","8","5","33","0","18","4.83","0.19","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 04, 2012","2012","08","04","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","17","62","13","56","1015","29.98","21","13","","298","16","10","","18","64","16","60","82","77","14","57","13","55","1020","30.11","1009","29.81","42","26","0","0","16","10","8","5","12","3","0","0.51","0.02","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 05, 2012","2012","08","05","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","22","71","12","53","1022","30.17","13","8","","213","16","10","","28","82","16","60","77","30","13","55","9","48","1025","30.27","1019","30.10","21","13","0","0","16","10","16","10","21","0","6","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 06, 2012","2012","08","06","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","26","78","13","56","1016","30.01","16","10","","161","16","10","","36","96","15","59","77","25","17","63","11","52","1020","30.12","1012","29.90","29","18","0","0","16","10","16","10","28","0","12","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 07, 2012","2012","08","07","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","27","80","16","61","1014","29.96","10","6","","64","16","10","","35","95","19","66","83","26","18","64","13","55","1015","29.99","1014","29.94","27","17","0","0","16","10","16","10","30","0","16","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 08, 2012","2012","08","08","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","26","78","17","62","1014","29.96","14","9","","56","16","10","","31","87","20","68","83","35","18","64","14","57","1017","30.05","1013","29.91","32","20","0","0","16","10","16","10","28","0","12","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 09, 2012","2012","08","09","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","","","13","55","1019","30.08","16","10","","339","16","10","","28","82","28","82","39","39","13","55","13","55","1020","30.12","1016","30.02","37","23","8","5","16","10","11","7","","","","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 10, 2012","2012","08","10","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","21","69","10","50","1020","30.12","11","7","","48","16","10","","26","78","16","60","68","34","12","54","9","48","1022","30.19","1018","30.07","16","10","0","0","16","10","16","10","19","0","4","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 11, 2012","2012","08","11","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","18","64","11","52","1017","30.03","8","5","","107","16","10","","24","75","12","53","82","44","14","57","9","48","1019","30.10","1013","29.93","23","14","0","0","16","10","16","10","14","1","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 12, 2012","2012","08","12","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","17","62","14","57","1014","29.94","14","9","","350","16","10","","18","64","16","60","82","77","14","57","13","55","1019","30.08","1012","29.88","32","20","0","0","16","10","11","7","12","3","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 13, 2012","2012","08","13","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","23","73","10","50","1019","30.08","11","7","","295","13","8","","27","80","19","66","64","30","13","55","4","39","1021","30.15","1016","30.00","16","10","0","0","16","10","0","0","23","0","8","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 14, 2012","2012","08","14","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","20","68","13","56","1013","29.92","8","5","","160","16","10","","28","82","12","53","94","42","17","63","11","52","1016","30.01","1008","29.78","29","18","0","0","16","10","8","5","18","0","2","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 15, 2012","2012","08","15","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","26","78","17","62","1007","29.75","19","12","","211","16","10","","32","89","19","66","83","40","18","64","12","54","1014","29.94","1005","29.68","53","33","10","6","16","10","11","7","28","0","12","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 16, 2012","2012","08","16","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","19","66","8","46","1018","30.07","24","15","","323","16","10","","24","75","14","57","82","27","13","55","3","37","1020","30.13","1014","29.96","39","24","6","4","16","10","16","10","16","0","1","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 17, 2012","2012","08","17","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","0","0","16","61","5","41","1019","30.10","8","5","","332","16","10","","26","78","7","44","93","23","8","46","3","37","1021","30.16","1016","30.02","16","10","0","0","16","10","16","10","11","4","0","0.00","0.00","","","","","","","","","","","","","","",""
"12:00 PM CDT on August 18, 2012","2012","08","18","12","00","America/Chicago","0","0","0","0.00","0.00","","","","","","","0","1","0","16","60","10","50","1017","30.03","11","7","","103","16","10","","19","66","12","53","100","59","13","55","6","43","1019","30.08","1014","29.96","32","20","0","0","16","10","14","9","10","6","0","2.54","0.10","","","","","","","","","","","","","","",""
